propertyId,communitySlug,streetAddress,city,state,zip,countyId,beds,baths,sqft,yearBuilt,acquisitionDate,acquisitionPrice,marketRent,status,currentLeaseId
PROP-00091,grove-at-rosebud,3793 Wren Hollow Cir,Loganville,GA,30052,CTY-002,3,2.0,1425,2021,2021-11-07,375700,2575,occupied,LSE-000264
PROP-00092,grove-at-rosebud,6157 Dovetail Dr,Loganville,GA,30052,CTY-002,3,2.5,1800,2016,2016-06-01,410000,2575,occupied,LSE-000266
PROP-00093,grove-at-rosebud,4815 Willow Bend Dr,Loganville,GA,30052,CTY-002,3,2.0,1924,2016,2016-12-08,470400,2650,occupied,LSE-000269
PROP-00094,grove-at-rosebud,3579 Hawthorn Ct,Loganville,GA,30052,CTY-002,3,2.0,1831,2020,2020-01-11,453400,2565,occupied,LSE-000273
PROP-00095,grove-at-rosebud,3516 Bellflower Xing,Loganville,GA,30052,CTY-002,3,2.0,1758,2020,2020-12-08,446200,2460,occupied,LSE-000275
PROP-00096,grove-at-rosebud,5020 Sable Cir,Loganville,GA,30052,CTY-002,3,2.0,1681,2021,2021-01-28,391900,2430,occupied,LSE-000279
PROP-00097,grove-at-rosebud,5259 Hawthorn Ct,Loganville,GA,30052,CTY-002,3,2.0,2085,2024,2024-03-08,375600,2500,occupied,LSE-000281
PROP-00098,hanley-mill,8301 Marigold Ct,Covington,GA,30016,CTY-003,4,2.5,2275,2023,2023-03-08,374800,2520,occupied,LSE-000283
PROP-00099,hanley-mill,3432 Copper Creek Way,Covington,GA,30016,CTY-003,4,2.5,2254,2019,2019-01-06,453100,2580,occupied,LSE-000288
PROP-00100,hanley-mill,3358 Silver Oak Ln,Covington,GA,30016,CTY-003,4,2.5,2559,2018,2018-07-14,461500,2600,occupied,LSE-000292
PROP-00101,hanley-mill,8310 Redbud Ln,Covington,GA,30016,CTY-003,3,2.0,1708,2019,2019-08-17,371700,2160,vacant,
PROP-00102,hanley-mill,8999 Marigold Way,Covington,GA,30016,CTY-003,3,2.0,2024,2022,2022-07-14,354000,2310,occupied,LSE-000298
PROP-00103,hanley-mill,9815 Windrose Trl,Covington,GA,30016,CTY-003,4,2.5,2425,2024,2024-03-20,459900,2600,occupied,LSE-000300
PROP-00104,hanley-mill,3574 Wren Hollow Dr,Covington,GA,30016,CTY-003,3,2.5,2066,2022,2022-04-21,354200,2295,turn,
PROP-00105,hanley-mill,6956 Summit Ln,Covington,GA,30016,CTY-003,4,2.5,2472,2018,2018-04-20,450600,2510,occupied,LSE-000304
PROP-00106,hanley-mill,6659 Marigold Ct,Covington,GA,30016,CTY-003,3,2.5,2113,2016,2016-04-01,379200,2295,occupied,LSE-000306
PROP-00107,hanley-mill,805 Quail Run Ln,Covington,GA,30016,CTY-003,4,2.5,2561,2018,2018-11-23,378400,2595,turn,
PROP-00108,hanley-mill,6677 Windrose Path,Covington,GA,30016,CTY-003,3,2.0,1703,2022,2022-09-16,423900,2345,occupied,LSE-000310
PROP-00109,hanley-mill,786 Summit Ct,Covington,GA,30016,CTY-003,4,2.5,2279,2017,2017-07-16,349300,2460,occupied,LSE-000314
PROP-00110,hanley-mill,7470 Ironwood Trl,Covington,GA,30016,CTY-003,3,2.0,2027,2018,2018-02-14,446100,2390,occupied,LSE-000318
PROP-00111,hanley-mill,9484 Ironwood Xing,Covington,GA,30016,CTY-003,3,2.0,1746,2016,2016-08-15,370900,2310,occupied,LSE-000322
PROP-00112,hanley-mill,8216 Wren Hollow Xing,Covington,GA,30016,CTY-003,3,2.0,1480,2022,2022-09-26,342700,2305,occupied,LSE-000325
PROP-00113,hanley-mill,6337 Marigold Dr,Covington,GA,30016,CTY-003,3,2.0,1802,2018,2018-05-22,317500,2250,occupied,LSE-000327
PROP-00114,hanley-mill,8322 Dovetail Cir,Covington,GA,30016,CTY-003,4,3.0,2147,2022,2022-01-05,405100,2565,occupied,LSE-000329
PROP-00115,hanley-mill,9297 Dovetail Ct,Covington,GA,30016,CTY-003,3,2.0,1749,2024,2024-10-02,358700,2175,occupied,LSE-000331
PROP-00116,hanley-mill,5655 Larkspur Dr,Covington,GA,30016,CTY-003,3,2.5,1768,2023,2023-03-12,411400,2300,occupied,LSE-000335
PROP-00117,hanley-mill,602 Wren Hollow Trl,Covington,GA,30016,CTY-003,4,2.5,2355,2017,2017-12-16,379700,2570,occupied,LSE-000338
PROP-00118,hanley-mill,2748 Ironwood Xing,Covington,GA,30016,CTY-003,4,3.0,2463,2016,2016-05-23,460800,2530,occupied,LSE-000341
PROP-00119,hanley-mill,3895 Willow Bend Path,Covington,GA,30016,CTY-003,3,2.5,1790,2020,2020-07-01,330700,2325,occupied,LSE-000344
PROP-00120,hanley-mill,3745 Juniper Dr,Covington,GA,30016,CTY-003,3,2.5,2184,2022,2022-11-23,415600,2230,occupied,LSE-000347
PROP-00121,hanley-mill,1626 Bellflower Ct,Covington,GA,30016,CTY-003,4,2.5,2363,2020,2020-02-21,432500,2625,occupied,LSE-000350
PROP-00122,hanley-mill,1076 Blue Heron Xing,Covington,GA,30016,CTY-003,4,2.5,2383,2022,2022-12-07,456500,2455,occupied,LSE-000353
PROP-00123,hanley-mill,7564 Willow Bend Cir,Covington,GA,30016,CTY-003,4,3.0,2490,2020,2020-10-13,412600,2605,occupied,LSE-000356
PROP-00124,moss-pointe,9140 Magnolia Path,Canton,GA,30114,CTY-001,4,3.0,2446,2016,2016-08-10,468300,2830,occupied,LSE-000360
PROP-00125,moss-pointe,4507 Juniper Cir,Canton,GA,30114,CTY-001,4,3.0,2299,2023,2023-05-15,501100,2940,occupied,LSE-000362
PROP-00126,moss-pointe,8392 Copper Creek Cir,Canton,GA,30114,CTY-001,4,2.5,2218,2018,2018-07-03,551500,2940,occupied,LSE-000365
PROP-00127,moss-pointe,5534 Copper Creek Xing,Canton,GA,30114,CTY-001,4,2.5,2240,2020,2020-09-08,506200,2935,occupied,LSE-000368
PROP-00128,moss-pointe,458 Sable Ln,Canton,GA,30114,CTY-001,4,2.5,2424,2016,2016-03-04,418100,2855,occupied,LSE-000371
PROP-00129,moss-pointe,6665 Marigold Trl,Canton,GA,30114,CTY-001,4,3.0,2366,2017,2017-03-03,465800,2905,occupied,LSE-000375
PROP-00130,moss-pointe,1554 Marigold Trl,Canton,GA,30114,CTY-001,4,2.5,2298,2022,2022-09-16,470500,2925,occupied,LSE-000378
PROP-00131,moss-pointe,7129 Redbud Way,Canton,GA,30114,CTY-001,4,3.0,2409,2024,2024-11-14,479700,3030,occupied,LSE-000380
PROP-00132,moss-pointe,1245 Ironwood Dr,Canton,GA,30114,CTY-001,4,2.5,2462,2024,2024-02-18,501200,2925,occupied,LSE-000382
PROP-00133,moss-pointe,3026 Dovetail Trl,Canton,GA,30114,CTY-001,4,3.0,2317,2016,2016-04-05,421500,3010,occupied,LSE-000385
PROP-00134,moss-pointe,6318 Juniper Path,Canton,GA,30114,CTY-001,4,2.5,2378,2024,2024-05-03,489600,3015,occupied,LSE-000387
PROP-00135,moss-pointe,448 Magnolia Cir,Canton,GA,30114,CTY-001,4,3.0,1970,2022,2022-06-21,508800,2920,occupied,LSE-000390
PROP-00136,moss-pointe,3292 Marigold Way,Canton,GA,30114,CTY-001,4,2.5,2866,2024,2024-12-20,470000,3110,occupied,LSE-000392
PROP-00137,moss-pointe,2264 Quail Run Ct,Canton,GA,30114,CTY-001,4,2.5,2542,2016,2016-11-28,499400,3030,occupied,LSE-000394
PROP-00138,moss-pointe,4320 Marigold Xing,Canton,GA,30114,CTY-001,4,3.0,2330,2024,2024-08-14,435100,3015,occupied,LSE-000396
PROP-00139,moss-pointe,9679 Larkspur Trl,Canton,GA,30114,CTY-001,4,2.5,2459,2019,2019-02-20,500200,2950,occupied,LSE-000400
PROP-00140,moss-pointe,9290 Juniper Ln,Canton,GA,30114,CTY-001,4,2.5,2216,2020,2020-07-16,408700,2880,occupied,LSE-000403
PROP-00141,moss-pointe,4653 Dovetail Ln,Canton,GA,30114,CTY-001,4,2.5,2227,2018,2018-11-11,558500,3020,occupied,LSE-000405
PROP-00142,moss-pointe,6530 Ironwood Xing,Canton,GA,30114,CTY-001,4,2.5,2452,2019,2019-12-16,523300,2905,occupied,LSE-000408
PROP-00143,moss-pointe,8147 Willow Bend Xing,Canton,GA,30114,CTY-001,4,2.5,2418,2019,2019-03-28,401000,2840,occupied,LSE-000410
PROP-00144,moss-pointe,815 Ironwood Dr,Canton,GA,30114,CTY-001,4,2.5,2445,2023,2023-03-04,555200,2930,turn,
PROP-00145,moss-pointe,9796 Juniper Ln,Canton,GA,30114,CTY-001,4,3.0,2373,2018,2018-02-18,455800,2775,occupied,LSE-000416
PROP-00146,moss-pointe,7416 Bellflower Ct,Canton,GA,30114,CTY-001,4,2.5,2815,2021,2021-12-23,445200,3010,occupied,LSE-000419
PROP-00147,moss-pointe,6261 Tanglewood Ct,Canton,GA,30114,CTY-001,4,3.0,2282,2017,2017-02-21,547000,2935,occupied,LSE-000422
PROP-00148,moss-pointe,3863 Bellflower Xing,Canton,GA,30114,CTY-001,4,2.5,2638,2016,2016-05-19,536800,3045,occupied,LSE-000424
PROP-00149,moss-pointe,6341 Dovetail Way,Canton,GA,30114,CTY-001,4,2.5,2172,2016,2016-10-07,413900,2830,occupied,LSE-000428
PROP-00150,moss-pointe,6326 Juniper Cir,Canton,GA,30114,CTY-001,4,2.5,2359,2022,2022-09-26,542400,3000,turn,
PROP-00151,reynolds-bend,5538 Cypress Way,Bethlehem,GA,30620,CTY-004,4,2.5,2412,2019,2019-10-18,484600,2660,occupied,LSE-000433
PROP-00152,reynolds-bend,2012 Willow Bend Trl,Bethlehem,GA,30620,CTY-004,4,2.5,2346,2020,2020-09-11,445000,2530,occupied,LSE-000436
PROP-00153,reynolds-bend,8553 Tanglewood Dr,Bethlehem,GA,30620,CTY-004,5,3.0,3011,2019,2019-07-17,430200,3030,occupied,LSE-000439
PROP-00154,reynolds-bend,4719 Redbud Way,Bethlehem,GA,30620,CTY-004,4,2.5,2267,2022,2022-04-09,479300,2670,occupied,LSE-000442
PROP-00155,reynolds-bend,8160 Quail Run Path,Bethlehem,GA,30620,CTY-004,4,2.5,2286,2021,2021-08-12,401800,2640,occupied,LSE-000445
PROP-00156,reynolds-bend,4132 Hawthorn Dr,Bethlehem,GA,30620,CTY-004,4,2.5,2158,2017,2017-02-10,383700,2500,occupied,LSE-000448
PROP-00157,reynolds-bend,4159 Juniper Cir,Bethlehem,GA,30620,CTY-004,4,2.5,2746,2022,2022-09-12,400100,2645,occupied,LSE-000450
PROP-00158,reynolds-bend,1712 Blue Heron Ln,Bethlehem,GA,30620,CTY-004,4,3.0,2351,2020,2020-08-20,477600,2550,occupied,LSE-000454
PROP-00159,reynolds-bend,3052 Dovetail Xing,Bethlehem,GA,30620,CTY-004,5,3.5,2535,2022,2022-01-18,468900,2765,occupied,LSE-000457
PROP-00160,reynolds-bend,2876 Larkspur Path,Bethlehem,GA,30620,CTY-004,4,2.5,2139,2021,2021-05-09,498000,2720,occupied,LSE-000460
PROP-00161,reynolds-bend,1865 Willow Bend Trl,Bethlehem,GA,30620,CTY-004,5,3.0,3147,2019,2019-11-16,550800,3025,occupied,LSE-000464
PROP-00162,reynolds-bend,5981 Blue Heron Ct,Bethlehem,GA,30620,CTY-004,4,2.5,2730,2019,2019-09-07,450500,2705,occupied,LSE-000467
PROP-00163,reynolds-bend,4028 Cypress Dr,Bethlehem,GA,30620,CTY-004,4,2.5,2230,2019,2019-07-17,464900,2690,occupied,LSE-000471
PROP-00164,reynolds-bend,5401 Tanglewood Trl,Bethlehem,GA,30620,CTY-004,4,3.0,2294,2020,2020-03-26,403200,2690,occupied,LSE-000474
PROP-00165,reynolds-bend,868 Redbud Cir,Bethlehem,GA,30620,CTY-004,4,3.0,2686,2019,2019-01-15,479400,2755,occupied,LSE-000477
PROP-00166,reynolds-bend,3437 Tanglewood Dr,Bethlehem,GA,30620,CTY-004,5,3.0,2861,2017,2017-09-05,535700,2950,occupied,LSE-000480
PROP-00167,reynolds-bend,5165 Magnolia Xing,Bethlehem,GA,30620,CTY-004,4,3.0,2460,2021,2021-06-15,494900,2745,occupied,LSE-000482
PROP-00168,reynolds-bend,7396 Redbud Path,Bethlehem,GA,30620,CTY-004,4,2.5,2345,2021,2021-05-13,439700,2585,occupied,LSE-000484
PROP-00169,reynolds-bend,2296 Larkspur Trl,Bethlehem,GA,30620,CTY-004,4,2.5,2434,2016,2016-11-26,406600,2685,occupied,LSE-000487
PROP-00170,reynolds-bend,868 Redbud Ct,Bethlehem,GA,30620,CTY-004,5,3.5,3190,2018,2018-04-05,537200,3115,occupied,LSE-000491
PROP-00171,reynolds-bend,1024 Juniper Dr,Bethlehem,GA,30620,CTY-004,4,2.5,2429,2018,2018-06-27,461300,2695,occupied,LSE-000494
PROP-00172,reynolds-bend,2537 Cypress Xing,Bethlehem,GA,30620,CTY-004,5,3.0,2906,2022,2022-11-04,494400,2835,occupied,LSE-000496
